timestamp,product,site,old_price,new_price
2026-07-08 14:17:55,Test Product,eMAG,,100.0
2026-07-08 14:17:55,Test Product,eMAG,,100.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,Altex,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:12,Test Product,Altex,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,120.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,120.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,,100.0
2026-07-08 14:20:16,Test Product,eMAG,,100.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,Altex,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:34,Pampers Active Baby Pants Size 5 164buc,eMAG,279.98,219.99
2026-07-08 14:20:35,Huggies Pure Wet Wipes 10x56buc,eMAG,49.99,52.99
2026-07-08 14:20:36,Braun ThermoScan 7 IRT6520B,eMAG,300.93,277.45
>>>>>>> 044140e (Remove Altex/Carrefour support; keep eMAG only; add navigation retries and user-agent; clean products/last_price data)
=======
2026-04-30 15:00:28,Test Product,eMAG,100.0,80.0
2026-04-30 15:00:28,Test Product,eMAG,100.0,120.0
2026-04-30 15:00:28,Test Product,eMAG,100.0,120.0
2026-04-30 15:00:28,Test Product,eMAG,100.0,80.0
2026-04-30 15:00:28,Test Product,eMAG,100.0,80.0
2026-04-30 15:00:28,Test Product,eMAG,100.0,80.0
2026-04-30 15:00:28,Test Product,eMAG,,100.0
2026-04-30 15:00:28,Test Product,eMAG,,100.0
2026-04-30 15:00:28,Test Product,eMAG,100.0,80.0
2026-04-30 15:00:28,Test Product,eMAG,100.0,80.0
2026-04-30 15:00:28,Test Product,Altex,100.0,80.0
2026-04-30 15:00:28,Test Product,eMAG,100.0,80.0
2026-04-30 15:00:28,Test Product,eMAG,100.0,80.0
2026-04-30 15:00:28,Test Product,eMAG,100.0,80.0
2026-04-30 15:00:28,Test Product,eMAG,100.0,80.0
2026-04-30 15:00:28,Test Product,eMAG,100.0,80.0
2026-04-30 15:07:56,Test Product,eMAG,100.0,80.0
2026-04-30 15:07:56,Test Product,eMAG,100.0,120.0
2026-04-30 15:07:56,Test Product,eMAG,100.0,120.0
2026-04-30 15:07:56,Test Product,eMAG,100.0,80.0
2026-04-30 15:07:56,Test Product,eMAG,100.0,80.0
2026-04-30 15:07:56,Test Product,eMAG,100.0,80.0
2026-04-30 15:07:56,Test Product,eMAG,,100.0
2026-04-30 15:07:56,Test Product,eMAG,,100.0
2026-04-30 15:07:56,Test Product,eMAG,100.0,80.0
2026-04-30 15:07:56,Test Product,eMAG,100.0,80.0
2026-04-30 15:07:56,Test Product,Altex,100.0,80.0
2026-04-30 15:07:56,Test Product,eMAG,100.0,80.0
2026-04-30 15:07:56,Test Product,eMAG,100.0,80.0
2026-04-30 15:07:56,Test Product,eMAG,100.0,80.0
2026-04-30 15:07:56,Test Product,eMAG,100.0,80.0
2026-04-30 15:07:56,Test Product,eMAG,100.0,80.0
2026-04-30 15:18:01,Test Product,eMAG,100.0,80.0
2026-04-30 15:18:01,Test Product,eMAG,100.0,120.0
2026-04-30 15:18:01,Test Product,eMAG,100.0,120.0
2026-04-30 15:18:01,Test Product,eMAG,100.0,80.0
2026-04-30 15:18:01,Test Product,eMAG,100.0,80.0
2026-04-30 15:18:01,Test Product,eMAG,100.0,80.0
2026-04-30 15:18:01,Test Product,eMAG,,100.0
2026-04-30 15:18:01,Test Product,eMAG,,100.0
2026-04-30 15:18:01,Test Product,eMAG,100.0,80.0
2026-04-30 15:18:01,Test Product,eMAG,100.0,80.0
2026-04-30 15:18:01,Test Product,Altex,100.0,80.0
2026-04-30 15:18:01,Test Product,eMAG,100.0,80.0
2026-04-30 15:18:01,Test Product,eMAG,100.0,80.0
2026-04-30 15:18:01,Test Product,eMAG,100.0,80.0
2026-04-30 15:18:01,Test Product,eMAG,100.0,80.0
2026-04-30 15:18:01,Test Product,eMAG,100.0,80.0
2026-07-08 14:09:07,Test Product,eMAG,100.0,80.0
2026-07-08 14:09:07,Test Product,eMAG,100.0,120.0
2026-07-08 14:09:07,Test Product,eMAG,100.0,120.0
2026-07-08 14:09:07,Test Product,eMAG,100.0,80.0
2026-07-08 14:09:07,Test Product,eMAG,100.0,80.0
2026-07-08 14:09:07,Test Product,eMAG,100.0,80.0
2026-07-08 14:09:07,Test Product,eMAG,,100.0
2026-07-08 14:09:07,Test Product,eMAG,,100.0
2026-07-08 14:09:07,Test Product,eMAG,100.0,80.0
2026-07-08 14:09:07,Test Product,eMAG,100.0,80.0
2026-07-08 14:09:07,Test Product,Altex,100.0,80.0
2026-07-08 14:09:07,Test Product,eMAG,100.0,80.0
2026-07-08 14:09:07,Test Product,eMAG,100.0,80.0
2026-07-08 14:09:07,Test Product,eMAG,100.0,80.0
2026-07-08 14:09:07,Test Product,eMAG,100.0,80.0
2026-07-08 14:09:07,Test Product,eMAG,100.0,80.0
2026-07-08 14:10:50,Test Product,eMAG,100.0,80.0
2026-07-08 14:10:50,Test Product,eMAG,100.0,120.0
2026-07-08 14:10:50,Test Product,eMAG,100.0,120.0
2026-07-08 14:10:50,Test Product,eMAG,100.0,80.0
2026-07-08 14:10:50,Test Product,eMAG,100.0,80.0
2026-07-08 14:10:50,Test Product,eMAG,100.0,80.0
2026-07-08 14:10:50,Test Product,eMAG,,100.0
2026-07-08 14:10:50,Test Product,eMAG,,100.0
2026-07-08 14:10:50,Test Product,eMAG,100.0,80.0
2026-07-08 14:10:50,Test Product,eMAG,100.0,80.0
2026-07-08 14:10:50,Test Product,Altex,100.0,80.0
2026-07-08 14:10:50,Test Product,eMAG,100.0,80.0
2026-07-08 14:10:50,Test Product,eMAG,100.0,80.0
2026-07-08 14:10:50,Test Product,eMAG,100.0,80.0
2026-07-08 14:10:50,Test Product,eMAG,100.0,80.0
2026-07-08 14:10:50,Test Product,eMAG,100.0,80.0
2026-07-08 14:13:20,Pampers Active Baby Pants Size 5 164buc,eMAG,279.98,219.99
2026-07-08 14:13:21,Huggies Pure Wet Wipes 10x56buc,eMAG,49.99,52.99
2026-07-08 14:13:22,Braun ThermoScan 7 IRT6520B,eMAG,300.93,277.45
2026-07-08 14:16:40,Test Product,eMAG,100.0,80.0
2026-07-08 14:16:40,Test Product,eMAG,100.0,120.0
2026-07-08 14:16:40,Test Product,eMAG,100.0,120.0
2026-07-08 14:16:40,Test Product,eMAG,100.0,80.0
2026-07-08 14:16:40,Test Product,eMAG,100.0,80.0
2026-07-08 14:16:40,Test Product,eMAG,100.0,80.0
2026-07-08 14:16:40,Test Product,eMAG,,100.0
2026-07-08 14:16:40,Test Product,eMAG,,100.0
2026-07-08 14:16:40,Test Product,eMAG,100.0,80.0
2026-07-08 14:16:40,Test Product,eMAG,100.0,80.0
2026-07-08 14:16:40,Test Product,Altex,100.0,80.0
2026-07-08 14:16:40,Test Product,eMAG,100.0,80.0
2026-07-08 14:16:40,Test Product,eMAG,100.0,80.0
2026-07-08 14:16:40,Test Product,eMAG,100.0,80.0
2026-07-08 14:16:40,Test Product,eMAG,100.0,80.0
2026-07-08 14:16:40,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,120.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,120.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,,100.0
2026-07-08 14:17:55,Test Product,eMAG,,100.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,Altex,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:17:55,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:12,Test Product,Altex,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,120.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,120.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,,100.0
2026-07-08 14:20:16,Test Product,eMAG,,100.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,Altex,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:16,Test Product,eMAG,100.0,80.0
2026-07-08 14:20:34,Pampers Active Baby Pants Size 5 164buc,eMAG,279.98,219.99
2026-07-08 14:20:35,Huggies Pure Wet Wipes 10x56buc,eMAG,49.99,52.99
2026-07-08 14:20:36,Braun ThermoScan 7 IRT6520B,eMAG,300.93,277.45
>>>>>>> 044140e (Remove Altex/Carrefour support; keep eMAG only; add navigation retries and user-agent; clean products/last_price data)
2026-07-09 14:35:47,Braun ThermoScan 7 IRT6520B,eMAG,277.45,269.99
2026-07-10 02:06:17,Braun ThermoScan 7 IRT6520B,eMAG,269.99,276.09
2026-07-11 01:52:56,Braun ThermoScan 7 IRT6520B,eMAG,276.09,347.27
2026-07-11 07:42:57,Braun ThermoScan 7 IRT6520B,eMAG,347.27,276.09
2026-07-11 18:48:28,Braun ThermoScan 7 IRT6520B,eMAG,276.09,347.27
2026-07-13 01:57:45,Pampers Active Baby Pants Size 5 164buc,eMAG,219.99,300.31
2026-07-13 08:52:37,Pampers Active Baby Pants Size 5 164buc,eMAG,300.31,274.67
2026-07-13 14:11:00,Pampers Active Baby Pants Size 5 164buc,eMAG,274.67,295.78
2026-07-14 01:44:33,Pampers Active Baby Pants Size 5 164buc,eMAG,295.78,175.99
2026-07-14 13:13:40,Braun ThermoScan 7 IRT6520B,eMAG,347.27,291.99
2026-07-17 01:54:46,Pampers Active Baby Pants Size 5 164buc,eMAG,175.99,279.99
2026-07-17 07:55:32,Pampers Active Baby Pants Size 5 164buc,eMAG,279.99,229.99
2026-07-17 07:55:37,Braun ThermoScan 7 IRT6520B,eMAG,291.99,269.99
2026-07-17 13:08:59,Braun ThermoScan 7 IRT6520B,eMAG,269.99,291.99
2026-07-20 03:21:42,Braun ThermoScan 7 IRT6520B,eMAG,291.99,347.27
2026-07-22 01:51:53,Braun ThermoScan 7 IRT6520B,eMAG,347.27,291.99
2026-07-26 13:02:05,Braun ThermoScan 7 IRT6520B,eMAG,291.99,351.0
2026-07-27 14:14:13,Braun ThermoScan 7 IRT6520B,eMAG,351.0,291.99
2026-07-29 08:24:28,Braun ThermoScan 7 IRT6520B,eMAG,291.99,347.27
2026-07-29 13:49:33,Braun ThermoScan 7 IRT6520B,eMAG,347.27,291.99
2026-07-29 19:01:53,Braun ThermoScan 7 IRT6520B,eMAG,291.99,347.27
2026-07-30 01:43:15,Braun ThermoScan 7 IRT6520B,eMAG,347.27,291.99
2026-07-31 08:37:31,Braun ThermoScan 7 IRT6520B,eMAG,291.99,347.27
2026-07-31 13:45:20,Braun ThermoScan 7 IRT6520B,eMAG,347.27,309.05
2026-08-01 02:03:38,Huggies Pure Wet Wipes 10x56buc,eMAG,52.99,52.94
2026-08-01 02:03:41,Braun ThermoScan 7 IRT6520B,eMAG,309.05,291.99
2026-08-01 18:57:20,Huggies Pure Wet Wipes 10x56buc,eMAG,52.94,59.9
2026-08-01 18:57:22,Braun ThermoScan 7 IRT6520B,eMAG,291.99,309.05
2026-08-02 08:08:28,Huggies Pure Wet Wipes 10x56buc,eMAG,59.9,80.99
2026-08-03 02:00:11,Pampers Active Baby Pants Size 5 164buc,eMAG,229.99,209.99
2026-08-03 02:00:29,Huggies Pure Wet Wipes 10x56buc,eMAG,80.99,59.9
2026-08-03 02:00:35,Braun ThermoScan 7 IRT6520B,eMAG,309.05,291.99
2026-08-03 09:26:50,Huggies Pure Wet Wipes 10x56buc,eMAG,59.9,49.99
2026-08-03 19:21:39,Braun ThermoScan 7 IRT6520B,eMAG,291.99,309.24
2026-08-04 08:24:20,Braun ThermoScan 7 IRT6520B,eMAG,309.24,291.99
